course number,course name,credits,prereqs,desc
ARCH 482,"Architecture Studio 4B",4.0,"ARCH 481 [Min Grade: C-] and ARCH 377 [Min Grade: C-] or (ARCH 324 [Min Grade: C-] and ARCH 394 [Min Grade: C-])","Furthers the understanding of context and design and the application of solutions and strategies surrounding more complex architectural and environmental problems."
ARCH 483,"Architecture Studio 4C",4.0,"ARCH 482 [Min Grade: C-] and ARCH 378 [Min Grade: C-] or (ARCH 325 [Min Grade: C-] and ARCH 395 [Min Grade: C-])","Challenges to develop and refine architectural solutions through an advanced understanding of the relationship between buildings and environment."
ARCH 487,"Architecture Studio 5A",4.0,"ARCH 483 [Min Grade: C-] and ARCH 379 [Min Grade: C-] or (ARCH 326 [Min Grade: C-] and ARCH 356 [Min Grade: C-] and ARCH 396 [Min Grade: C-])","Addresses the complex relationship through analysis and synthesis of form, site, program, building technology and theory within specific building context."
ARCH 488,"Architecture Studio 5B",4.0,"ARCH 487 [Min Grade: C-]","Emphasizes complex architectural problems while demonstrating understanding and appropriate application."
ARCH 489,"Architecture Studio 5C",4.0,"ARCH 488 [Min Grade: C-]","Integrates in-depth application and coordination of all architectural building criteria in a large scale and complex architectural problem."
ARCH 490,"Capstone Project I",4.0,"ARCH 283 [Min Grade: C-]","This course is the first part of a two-term capstone project consistent with the student’s curricular concentration, and relevant to their professional and academic goals. This course is devoted to the research and writing of a capstone research paper on architectural theory, technology and/or design that will lead to the capstone project in the second term."
ARCH 492,"Capstone Project II",4.0,"ARCH 490 [Min Grade: C-]","This course is the second part of a two-term capstone project consistent with the student’s curricular concentration, and relevant to their professional and academic goals. This course is devoted to the continued research in architectural theory, technology and/or design and the completion and presentation of a capstone project."
ARCH 493,"Senior Project I",4.0,"(ARCH 363 [Min Grade: C-] or ARCH 489 [Min Grade: C-]) and ARCH 431 [Min Grade: C-]","Students develop a three-term capstone design project to pursue and explore architectural concepts in depth. Students take a project from concept, research, programming to complete design development. Part one of three."
ARCH 494,"Senior Project II",4.0,"ARCH 493 [Min Grade: C-]","Students develop a three-term capstone design project to pursue and explore architectural concepts in depth. Students take a project from concept, research, programming to complete design development. Part two of three."
ARCH 495,"Senior Project III",4.0,"ARCH 494 [Min Grade: C-]","Students develop a three-term capstone design project to pursue and explore architectural concepts in depth. Students take a project from concept, research, programming to complete design development. Part three of three."
ARCH 496,"Thesis I",8.0,"ARCH 363 [Min Grade: D] and ARCH 143 [Min Grade: C-] and (ARCH 134 [Min Grade: C-] or ARCH 153 [Min Grade: C-] or ARCH 226 [Min Grade: C-]) and (ARCH 263 [Min Grade: C-] and ARCH 273 [Min Grade: C-]) or ARCH 379 [Min Grade: C-]","An individually structured year-long design problem that enables students to work independently and explore complex issues in depth. Periodic individual review sessions are scheduled with faculty adviser. Fall."
ARCH 497,"Thesis II",8.0,"ARCH 496 [Min Grade: C-]","Continues ARCH 496. Winter."
ARCH 498,"Thesis III",8.0,"ARCH 497 [Min Grade: C-]","Continues ARCH 497. Spring."
ARCH I199,"Independent Study in Architecture",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
ARCH I299,"Independent Study in Architecture",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
ARCH I399,"Independent Study in Architecture",0.5-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
ARCH I499,"Independent Study in Architecture",0.0-12.0,"ARCH 143 [Min Grade: C]","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
ARCH T180,"Special Topics in Architecture",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
ARCH T280,"Special Topics in Architecture",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
ARCH T380,"Special Topics in Architecture",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
ARCH T480,"Special Topics in Architecture",1.0-6.0,"ARCH 143 [Min Grade: C]","Covers special topics in architectural history, theory, or technology that satisfy history/theory or professional elective requirements."
ARTH 101,"History of Art I",3.0,"No Prereq","This course explores the history of visual culture from a global perspective from ancient times to the advent of the early modern period, ca. 1400. Selected cultures from around the world will be examined in terms of their regional traditions as well as their impactful interactions with other cultures. The historical use, value, and meaning of images, buildings, and artifacts will be analyzed in relation to social, political, economic, religious, intellectual, technological, and aesthetic developments. Attention will also be paid to how various cultural constructs affect the ways we interpret art."
ARTH 102,"History of Art II",3.0,"No Prereq","This course explores the history of visual culture from a global perspective during the early modern period, ca. 1400-1850. Selected cultures from across the world will be examined in terms of their regional traditions as well as their impactful interactions with other cultures. The historical use, value, and meaning of visual images, buildings, and artifacts will be analyzed in relation to social, political, economic, religious, intellectual, technological, and aesthetic developments. Attention will also be placed on how various cultural constructs affect the ways we interpret art."
ARTH 103,"History of Art III",3.0,"No Prereq","This course explores the history of visual culture from a global perspective from the onset of Modernism, ca. 1850, to the present. Selected cultures from across the world will be examined in terms of their regional traditions as well as their impactful interactions with other cultures. The historical use, value, and meaning of visual images, buildings, and artifacts will be analyzed in relation to social, political, economic, religious, intellectual, technological, and aesthetic developments. Attention will also be placed on how various cultural constructs affect the ways we interpret art."
ARTH 150,"Building Skills in Object Analysis",3.0,"No Prereq","This course introduces students to hands-on methods of object study and to research methods that guide the physical, contextual and interpretive analysis of fabricated objects and structures."
ARTH 200,"Principles and Methods of Art History",3.0,"No Prereq","This course will critically examine the interpretive principles and methods that have been used in the discourse of art history from the Renaissance to the present day."
ARTH 300   [WI],"History of Modern Design",3.0,"No Prereq","Examines the products of applied design during the past 150 years, including examples of furnishings, industrial design, fashion, and graphic design, in relation to demand, technology and production, standards, fine art, social reform, and the dynamics of consumption. This is a writing intensive course."
